Offer from,Category,Show offers with VIN number,Has registration number,Vehicle brand,Vehicle model,Version,Generation,Year of production,Mileage,Engine capacity,Fuel type,Power,Gearbox,Range,Drive,Battery capacity,Battery ownership type,CO2 emissions,Particulate filter,City fuel consumption,Body type,Number of doors,Number of seats,Color,Metallic,Color type,Right-hand drive (Anglik),Country of origin,Leasing,VAT margin,VAT invoice,Manufacturer warranty period,Financing possibility,First registration,Registered in Poland,First owner,Accident-free,Serviced at authorized service center,Condition,ABS,Apple CarPlay,Android Auto,Rear side airbags,Driver side airbag,CD,Central locking,Electric front windows,Electrically adjustable passenger seat,Electrically adjustable mirrors,Immobilizer,Driver airbag,Passenger airbag,Factory radio,Power steering,Alarm,Alloy wheels,ASR (traction control),Rear cross-traffic alert,Parking assistant,City emergency braking assistant,Brake Assist,Active lane change assistant,Traffic jam assistant,Active speed limit recognition,Blind spot assistant (sensor),Adaptive headlights,Intersection collision prevention assistant,Lane keeping assistant,Automatic descent control,Front side airbags,Digital key,Rain sensor,Blind spot sensor,Dusk sensor,Front parking sensors,Rear parking sensors,Panoramic roof,Electrically operated roof,Internet access,Dynamic cornering lights,Gear shift lever finished in leather,Touchscreen,Electrochromic side mirrors,Electrochromic rearview mirror,Electric rear windows,Electrically adjustable seats,Electric parking brake,Electronic brake force distribution system,Electronic tire pressure control,Electronic suspension adjustment,Electrically adjustable driver's seat,ESP,Alloy wheels from 21 inches,Alloy wheels 19 inches,Ventilated front seats,Front seats with massage function,Fast charging function,AUX socket,SD card socket,USB socket,Tow hitch,Ceramic composite brakes,HUD (Head-Up Display),Bluetooth interface,Isofix,Charging cable,360 panoramic camera,Reversing camera,Rear parking camera,Side mirror camera,Steering wheel audio controls,Leather steering wheel,Multifunction steering wheel,Sports steering wheel,Heated steering wheel,Automatic air conditioning,Four-zone air conditioning,Automatic air conditioning: 3-zone,Dual-zone air conditioning,"Automatic air conditioning, dual-zone",Automatic air conditioning: 4 or more zones,Manual air conditioning,Rear passenger air conditioning,On-board computer,Traction control,Distance control from the preceding vehicle,Rear distance control (parking),Front distance control (parking),Front air curtains,Rear air curtains,Keyless Go,Keyless entry,Lane assist - lane change control,LED taillights,LED headlights,Bi-xenon headlights,Xenon headlights,Cornering lights,Fog lights,LED fog lights,Electrically adjustable side mirrors,Electrically folding side mirrors,Wireless device charging,Gear shift paddles,MP3,GPS navigation,Independent parking system,DVD player,Speed limiter,Auxiliary heating,Heated rear seats,Runflat tires,Summer tires,All-season tires,Home lighting feature,LED interior lighting,Adaptive lighting,Park Assistant - parking assistant,Heated front windshield,Heated side mirrors,Heated front seats,Heated rear seats.1,Front armrests,Rear armrests,Knee airbag,Front side airbags.1,Rear side airbags.1,Central airbag,Driver's knee airbag,Passenger's knee airbag,Rear seat belt airbags,Heated passenger seat,Tinted windows,Tinted rear windows,Non-factory radio,Radio,Adjustable suspension,Electric lumbar support adjustment - driver,Electric lumbar support adjustment - passenger,Roof rails,Manually retractable side window blinds,Memory seat,Sports seats - front,Headlight washers,Voice-controlled vehicle functions,Collision mitigation system,Brake assist system,Collision warning system,Route break recommendation system,Accident notification system,Start/Stop system,Satellite navigation system,Energy recovery system,Sound system,Emergency braking system for pedestrian protection,Traffic sign recognition system,Sunroof,Electric sliding and tilting glass sunroof,Daytime running lights,LED lights,LED daytime running lights,Fog lights.1,Xenon lights,Leather upholstery,Alcantara upholstery,Velour upholstery,Cruise control,Active cruise control,Adaptive cruise control (ACC),TV tuner,Keyless engine start,Multifunction steering wheel.1,Wipers,Hill Holder - uphill assist,Head-Up display,CD changer,Sports suspension,Comfort suspension,Air suspension,Adjustable suspension.1,External wrapping,Hands-free kit,Paddle shifters,Price,Price details,Currency,URL path,ID,Epoch,predictions
Osoby prywatnej,Osobowe,Tak,,Nissan,Juke,1.6 Tekna S&S,I (2010-2019),2012,127 000 km,1 598 cm3,Benzyna,117 KM,Manualna,,Na przednie koła,,,136 g/km,,7 l/100km,Auta miejskie,5.0,5.0,Biały,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,36900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-super-stan-wszystko-sprawne-ID6FDJnd.html,1fbf8fb56c554bb152f2c18974123cb1ce365b39,1689328094,35763.152
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Juke,1.6 Visia Plus,I (2010-2019),2019,75 000 km,1 598 cm3,Benzyna,112 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,Tak,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,56900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-pierwszy-wlasciciel-serwisowany-bezwypadkowy-komplet-dokumentow-serwis-ID6FuNpC.html,e386e8666361f8146a80dfa38dab2b802b4be5cd,1689328096,74650.67
Osoby prywatnej,Osobowe,Tak,,Nissan,Qashqai,,I (2007-2013),2011,220 000 km,1 995 cm3,Diesel,150 KM,Manualna,,Na przednie koła,,,,,,Kompakt,5.0,5.0,Inny kolor,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-150km-szklany-dach-tempomat-nawigacja-zadbany-ID6FFhzQ.html,1884d71c3f46efed1018ca9fdeff79ead0085023,1689328097,31459.295
Firmy,Osobowe,Tak,,Nissan,Qashqai,,II (2013-2021),2018,84 460 km,1 461 cm3,Diesel,115 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Bordowy,,Metalik,,Polska,Tak,,,,Tak,,Tak,,Tak,Tak,Używane,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,77000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-5-dci-salon-polska-serwis-aso-navi-klimatronic-tempomat-ID6FEpBf.html,8447377644ac617779092219473c7486a0962b1c,1689328105,77555.68
Firmy,Osobowe,Tak,Tak,Nissan,Pulsar,1.2 DIG-T N-Connecta,,2016,68 125 km,1 197 cm3,Benzyna,116 KM,Manualna,,Na przednie koła,,,,,"6,30 l/100km",Kompakt,5.0,5.0,Szary,,Metalik,,Polska,Tak,Tak,,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,48900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-pulsar-salon-polska-bezwypadkowy-bezkolizyjny-ID6FFhjX.html,6b5b995287e9692faadc3fda28d7ced8cc22d93b,1689328105,54353.023
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.3 DIG-T mHEV N-Connecta,III (2021-),2022,8 000 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,130 g/km,,,SUV,5.0,5.0,Szary,,Perłowy,,Polska,Tak,,Tak,04/08/2025,Tak,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,127000,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-dig-t-mhev-140km-n-connecta-z-pakietem-tylko-8-000km-demo-1-wl-ID6FAjYq.html,7fafc36bf656bb80e7c1a99d32d8d26c3076f434,1689328107,125309.91
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Qashqai,1.3 DIG-T N-Connecta,II (2013-2021),2019,56 000 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,93800,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-n-connecta-pakiet-zimowy-ID6FDHVs.html,7b61c9a4a1adef2f2e7145036d0adabdd608b7c0,1689328107,88602.13
Firmy,Osobowe,Tak,,Nissan,Juke,,I (2010-2019),2017,83 985 km,1 197 cm3,Benzyna,116 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Szary,,Metalik,,Polska,Tak,,,,Tak,,Tak,,Tak,Tak,Używane,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,56000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-1-2-dig-t-acenta-salon-polska-1-wlasciciel-serwis-aso-ID6FC2Q6.html,869d1c35f2b61d3fc6a848af1065e8ea29ee70c1,1689328108,68493.32
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,,II (2013-2021),2019,25 957 km,1 332 cm3,Benzyna,159 KM,Manualna,,Na przednie koła,,,,,,SUV,5.0,5.0,Biały,,Metalik,,Polska,Tak,,,,Tak,,Tak,,Tak,Tak,Używane,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,88000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-3-dig-t-salon-polska-serwis-aso-klimatronic-tempomat-ID6FEp1z.html,63607bb646e456eb8d722cec63fa673e2753ee4e,1689328112,100982.61
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Juke,1.6 T Ministry of Sound,I (2010-2019),2012,122 103 km,1 618 cm3,Benzyna,190 KM,Manualna,,Na przednie koła,,,159 g/km,,9 l/100km,SUV,5.0,5.0,Biały,,Perłowy,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,41900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-nissan-juke-1-6-dig-t-190-km-ministry-of-sound-ID6Fvgr3.html,6f6ecb5ab0b14a3e9122bfd1a8afd3f619d34cb2,1689328111,73358.47
Osoby prywatnej,Osobowe,Tak,,Nissan,Micra,1.2 Visia,K12 (2003-2010),2005,124 547 km,1 240 cm3,Benzyna,65 KM,Manualna,,Na przednie koła,,,139 g/km,,7 l/100km,Kompakt,5.0,5.0,Srebrny,,Metalik,,Polska,,,,,,,,,Tak,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-micra-nissan-micra-k12-niski-przebieg-salon-pl-serwisowany-zadbany-ID6FF2OH.html,bb1992c1b51676fbebd8516872254532dba1131d,1689328113,9126.539
Osoby prywatnej,Osobowe,Tak,,Nissan,Juke,1.2 DIG-T Dynamic Edition EU6,I (2010-2019),2017,134 000 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,49900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-super-stan-bezwypadkowy-orginalny-przebieg-camery-360-polskory-navi-ID6FBSVj.html,5623881e90c4ffd9e078b8daf580ccf21b57484d,1689328113,63942.938
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Juke,1.6 Tekna Xtronic,I (2010-2019),2019,69 000 km,1 598 cm3,Benzyna,112 KM,Automatyczna,,Na przednie koła,,,,,,SUV,5.0,5.0,Szary,,Metalik,,Polska,,,,25/08/2023,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,72900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-juke-nissan-juke-1-6-tekna-xtronic-ID6FBTKr.html,95ff249d4254841a66ac1341d93984d83636dec2,1689328114,81984.15
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,Primera,,P12 (2001-2007),2002,126 751 km,1 769 cm3,Benzyna,116 KM,Manualna,,Na przednie koła,,,,,,Sedan,5.0,5.0,Srebrny,,,,Polska,,,,,,,Tak,,Tak,,Używane,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,6000,,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-primera-nissan-primera-p12-niski-przebieg-klimatyzacja-ID6FAfdR.html,a591805aa3381a8723c090695249c00fa20c8dac,1689328116,14237.104
Osoby prywatnej,Osobowe,Tak,Tak,Nissan,X-Trail,2.0 dCi XE,II (2007-2014),2007,208 100 km,1 995 cm3,Diesel,150 KM,Manualna,,4x4 (dołączany ręcznie),,,,Tak,7 l/100km,SUV,5.0,5.0,Srebrny,,Metalik,,Polska,,,,,,,Tak,,Tak,,Używane,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,32900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-x-trail-salon-plbezwypadkowybez-korozji208-tys-oryg-przebieg-2-0-dci-4x4-ID6FtKIh.html,691cf65ad9cfdbd3663799cce2afaf5b5d2d0c67,1689328117,38209.348
Firmy,Osobowe,Tak,Tak,Nissan,Qashqai,1.2 DIG-T N-Connecta EU6,II (2013-2021),2017,72 000 km,1 197 cm3,Benzyna,115 KM,Manualna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Srebrny,,Perłowy,,Polska,Tak,,Tak,,Tak,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,72000,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-2-dig-t-115km-n-connecta-salon-pl-i-wlasciciel-oryginal-fv23-ID6FDEHp.html,c705e29fdd55d1194e7d2f53f8efac6516413829,1689328119,68827.445
Osoby prywatnej,Osobowe,Tak,,Nissan,Qashqai,1.3 DIG-T N-Connecta EU6d,II (2013-2021),2019,22 300 km,1 332 cm3,Benzyna,140 KM,Manualna,,Na przednie koła,,,,Tak,,SUV,5.0,5.0,Biały,,Perłowy,,Polska,Tak,,,,,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,82000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-pierwszy-wl-z-salonu-stanbdb-bogate-wyposazenie-fvat-ID6FC1Nn.html,3afe4c81633f0ebdb10d66bb7c791de1c019df72,1689328119,96206.98
Osoby prywatnej,Osobowe,Tak,,Nissan,X-Trail,2.0 dCi 4x4 DPF Automatik SE,II (2007-2014),2007,156 140 km,1 995 cm3,Diesel,150 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,,SUV,5.0,,Brązowy,,,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,39999,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-x-trail-sprzedam-nissan-x-trail-salon-polska-ID6FAdqa.html,2658391d9622103f3bc19c8a7336b27d1d10937b,1689328122,39593.66
Firmy,Osobowe,Tak,,Nissan,Qashqai,1.6 DCi Acenta,II (2013-2021),2018,81 000 km,1 598 cm3,Diesel,130 KM,Manualna,,Na przednie koła,,,116 g/km,Tak,5 l/100km,SUV,5.0,5.0,Czarny,,Metalik,,Polska,,,Tak,,,,,,Tak,Tak,Używane,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,78900,"Do negocjacji, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-1-6-dci-130km-salon-polska-f-vat-23-jak-nowy-ID6FFfcD.html,53c318ab70fe8548cc61b971e84774d3f011be2b,1689328122,84015.6
Osoby prywatnej,Osobowe,Tak,,Nissan,Qashqai,,II (2013-2021),2018,54 300 km,1 197 cm3,Benzyna,116 KM,Manualna,,Na przednie koła,,,129 g/km,,6 l/100km,SUV,5.0,5.0,Biały,,Perłowy,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,86450,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-nissan-qashqai-salon-polska-pierwszy-wlasciciel-ID6FBdRI.html,7a06760e5e29675ae0faf65b2792dd4c00d9a3aa,1689328123,72476.23
