Offer from,Category,Show offers with VIN number,Has registration number,Vehicle brand,Vehicle model,Version,Generation,Year of production,Mileage,Engine capacity,Fuel type,Power,Gearbox,Range,Drive,Battery capacity,Battery ownership type,CO2 emissions,Particulate filter,City fuel consumption,Body type,Number of doors,Number of seats,Color,Metallic,Color type,Right-hand drive (Anglik),Country of origin,Leasing,VAT margin,VAT invoice,Manufacturer warranty period,Financing possibility,First registration,Registered in Poland,First owner,Accident-free,Serviced at authorized service center,Condition,ABS,Apple CarPlay,Android Auto,Rear side airbags,Driver side airbag,CD,Central locking,Electric front windows,Electrically adjustable passenger seat,Electrically adjustable mirrors,Immobilizer,Driver airbag,Passenger airbag,Factory radio,Power steering,Alarm,Alloy wheels,ASR (traction control),Rear cross-traffic alert,Parking assistant,City emergency braking assistant,Brake Assist,Active lane change assistant,Traffic jam assistant,Active speed limit recognition,Blind spot assistant (sensor),Adaptive headlights,Intersection collision prevention assistant,Lane keeping assistant,Automatic descent control,Front side airbags,Digital key,Rain sensor,Blind spot sensor,Dusk sensor,Front parking sensors,Rear parking sensors,Panoramic roof,Electrically operated roof,Internet access,Dynamic cornering lights,Gear shift lever finished in leather,Touchscreen,Electrochromic side mirrors,Electrochromic rearview mirror,Electric rear windows,Electrically adjustable seats,Electric parking brake,Electronic brake force distribution system,Electronic tire pressure control,Electronic suspension adjustment,Electrically adjustable driver's seat,ESP,Alloy wheels from 21 inches,Alloy wheels 19 inches,Ventilated front seats,Front seats with massage function,Fast charging function,AUX socket,SD card socket,USB socket,Tow hitch,Ceramic composite brakes,HUD (Head-Up Display),Bluetooth interface,Isofix,Charging cable,360 panoramic camera,Reversing camera,Rear parking camera,Side mirror camera,Steering wheel audio controls,Leather steering wheel,Multifunction steering wheel,Sports steering wheel,Heated steering wheel,Automatic air conditioning,Four-zone air conditioning,Automatic air conditioning: 3-zone,Dual-zone air conditioning,"Automatic air conditioning, dual-zone",Automatic air conditioning: 4 or more zones,Manual air conditioning,Rear passenger air conditioning,On-board computer,Traction control,Distance control from the preceding vehicle,Rear distance control (parking),Front distance control (parking),Front air curtains,Rear air curtains,Keyless Go,Keyless entry,Lane assist - lane change control,LED taillights,LED headlights,Bi-xenon headlights,Xenon headlights,Cornering lights,Fog lights,LED fog lights,Electrically adjustable side mirrors,Electrically folding side mirrors,Wireless device charging,Gear shift paddles,MP3,GPS navigation,Independent parking system,DVD player,Speed limiter,Auxiliary heating,Heated rear seats,Runflat tires,Summer tires,All-season tires,Home lighting feature,LED interior lighting,Adaptive lighting,Park Assistant - parking assistant,Heated front windshield,Heated side mirrors,Heated front seats,Heated rear seats,Front armrests,Rear armrests,Knee airbag,Front side airbags,Rear side airbags,Central airbag,Driver's knee airbag,Passenger's knee airbag,Rear seat belt airbags,Heated passenger seat,Tinted windows,Tinted rear windows,Non-factory radio,Radio,Adjustable suspension,Electric lumbar support adjustment - driver,Electric lumbar support adjustment - passenger,Roof rails,Manually retractable side window blinds,Memory seat,Sports seats - front,Headlight washers,Voice-controlled vehicle functions,Collision mitigation system,Brake assist system,Collision warning system,Route break recommendation system,Accident notification system,Start/Stop system,Satellite navigation system,Energy recovery system,Sound system,Emergency braking system for pedestrian protection,Traffic sign recognition system,Sunroof,Electric sliding and tilting glass sunroof,Daytime running lights,LED lights,LED daytime running lights,Fog lights,Xenon lights,Leather upholstery,Alcantara upholstery,Velour upholstery,Cruise control,Active cruise control,Adaptive cruise control (ACC),TV tuner,Keyless engine start,Multifunction steering wheel,Wipers,Hill Holder - uphill assist,Head-Up display,CD changer,Sports suspension,Comfort suspension,Air suspension,Adjustable suspension,External wrapping,Hands-free kit,Paddle shifters,Price,Price details,Currency,URL path,ID,Epoch
Firmy,Osobowe,Tak,Tak,Abarth,500,595 1.4 T-Jet 16v Scorpioneoro MTA,,2017,30 350 km,1 368 cm3,Benzyna,165 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,4.0,Inny kolor,,,,Niemcy,,Tak,,,Tak,,,,,,Używane,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,82900,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-500-abarth-595-automat-165-km-29216-km-ID6EtHlV.html,cf6f948c9f8ccb1f166b1ea9537dc6d3d06e2acc,1687616196
Osoby prywatnej,Osobowe,Tak,,Abarth,Grande Punto,,,2007,239 456 km,1 400 cm3,Benzyna,155 KM,Manualna,,,,,,,,Auta małe,3,4.0,Biały,,,,,,,,,,,,,,,Używane,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,26900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-grande-punto-abarth-fiat-punto-grande-1-4t-155km-ID6FyJp7.html,b9a4e7b717061417b5a1ae1f88ba21f7dd707633,1687616196
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,595,,,2019,81 924 km,1 395 cm3,Benzyna,180 KM,Manualna,,Na przednie koła,,,,,"9,10 l/100km",Auta małe,3,4.0,Inny kolor,,Matowy,,,,,,,,,Tak,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-competizione-ID6F80Xn.html,fbe402d0e458b4c089ea7ee1bf79cd183049c00d,1687616195
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2013,114 000 km,1 400 cm3,Benzyna,160 KM,Manualna,,,,,,,"7,90 l/100km",Sedan,3,4.0,Niebieski,,,,,,,,,,,,,,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,41500,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-turismo-160km-ID6FyXIK.html,a06616f85e2db971ba508c1e41055f9f06fd0f29,1687616195
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2021,40 704 km,1 368 cm3,Benzyna,165 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,4.0,Czarny,,Metalik,,Polska,,,,,Tak,,Tak,,,,Używane,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,99999,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-monster-yamaha-1-of-2000-panorama-navi-alcantara-ID6Fyb8H.html,d6416ea6ee077fda8fd867c2553aaf4b45f1b05f,1687616196
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,595,,,2017,76 451 km,1 368 cm3,Benzyna,145 KM,Manualna,,Na przednie koła,,,,,,Auta miejskie,3,,Szary,,,,Niemcy,,,,,,,,,,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,67990,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-super-stan-faktura-vat-23-ID6Fsu4Q.html,02a599764ac1340bb76b6fb39d4b2d663bcfa780,1687616196
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,500,,,2011,75 000 km,1 368 cm3,Benzyna,145 KM,Automatyczna,,Na przednie koła,,,,,,Kabriolet,3,4.0,Szary,,Metalik,,Szwajcaria,,,,,,,,,,Tak,Używane,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,54000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-500-abarth-500c-cabrio-automat-maly-przebieg-bogate-wyposazenie-ID6Fvcbd.html,b35dc051df42e0877c2d9ddab771cc9e5d24de94,1687616197
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2022,5 000 km,1 368 cm3,Benzyna,145 KM,Manualna,,Na przednie koła,,,,,,Auta miejskie,3,4.0,Czarny,,Metalik,,Polska,,,,05/05/2024,,,Tak,,Tak,Tak,Używane,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,103900,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-ID6FzMQG.html,b074d77a61ede27d0c6b352b18ae4643b81b5a29,1687616196
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,500,,,2014,101 000 km,1 368 cm3,Benzyna,135 KM,Manualna,,Na przednie koła,,,,,8 l/100km,Auta małe,3,4.0,Czerwony,,Metalik,,,,,,,,,,,Tak,Tak,Używane,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,53900,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-500-sprzedam-abarth-500-155km-ID6FpmOr.html,088acb6ec03c0c94983d303a2b94f44c21824f40,1687616197
Osoby prywatnej,Osobowe,Tak,,Abarth,500,,,2010,59 000 km,1 368 cm3,Benzyna,160 KM,Manualna,,,,,,,,Auta miejskie,3,,Czarny,,,,,,,,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-500-polski-salon-serwis-wyjatkowy-stan-ID6FxZOT.html,1e0cd38ef033a2fdee3bf87c2ca4e7009c45da93,1687616197
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2019,60 750 km,1 368 cm3,Benzyna,160 KM,Manualna,,Na przednie koła,,,,,,Auta małe,3,4.0,Czarny,,Metalik,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,79000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-pista-krajowy-ID6Fu69A.html,92881d6d6e4353281a9e4c166beff3187d9a3a9f,1687616197
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,595,,,2020,14 500 km,1 368 cm3,Benzyna,170 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,4.0,Szary,,,,Niemcy,,,,,,,Tak,,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95100,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-akrapovic-ID6Fsaht.html,d13aa40e00383350d9df2dc75b1f1e6fdc43118b,1687616197
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,595,,,2015,51 878 km,1 368 cm3,Benzyna,145 KM,Manualna,,Na przednie koła,,,,,"7,90 l/100km",Auta małe,3,4.0,Czarny,,Perłowy,,,,,,,,,Tak,,Tak,Tak,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,52900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-ladny-abarcik-595-ID6F3Q20.html,476e1ba43ce1fb58ebf31ff36e6772faa74dbc58,1687616199
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2019,68 000 km,1 368 cm3,Benzyna,200 KM,Manualna,,Na przednie koła,,,,,,Auta miejskie,3,4.0,Czerwony,,,,Polska,,,,,,,Tak,,Tak,Tak,Używane,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,80000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-pista-200-km-doinwestowany-ID6FA4DQ.html,ecf56143d815bd64c06e5b2b902191a287d3bbd5,1687616199
Osoby prywatnej,Osobowe,Tak,,Abarth,500,,,2011,128 000 km,1 368 cm3,Benzyna,145 KM,Automatyczna,,Na przednie koła,,,,,,Auta małe,3,4.0,Srebrny,,Metalik,,Francja,,,,,,,,,Tak,,Używane,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,38666,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-500-abarth-500c-automat-cabrio-ID6FB0yh.html,1704f4920a1600c8831342a330e8eb436630e754,1687616199
Osoby prywatnej,Osobowe,Tak,,Abarth,124,1.4 MultiAir,,2017,15 500 km,1 368 cm3,Benzyna,170 KM,Manualna,,Na tylne koła,,,,,8 l/100km,Kabriolet,2,2.0,Biały,,,,Stany Zjednoczone,,,,,,,Tak,,,,Używane,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,110000,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-124-abarth-124-spider-ID6Foq8b.html,5c92f2b1dec027616c44868b470f4387b5e2789d,1687616199
Osoby prywatnej,Osobowe,Tak,Tak,Abarth,124,1.4 MultiAir,,2017,73 700 km,1 368 cm3,Benzyna,170 KM,Automatyczna,,Na tylne koła,,,148 g/km,,8 l/100km,Kabriolet,2,2.0,Biały,,Perłowy,,,,,,,,,Tak,,,,Używane,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,1.0,79000,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-124-cabrio-automat-stan-idealny-ID6Fya91.html,391c89666d060bea205f2c653c08cfc8b6fed9bd,1687616199
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2018,35 152 km,1 368 cm3,Benzyna,165 KM,Manualna,,,,,,,,Auta małe,3,,Szary,,,,,,,,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-fiat-500-abarth-ID6FAoJa.html,591fee4c64edbad58189cabab5069b1c7c41b337,1687616199
Osoby prywatnej,Osobowe,Tak,,Abarth,595,,,2016,49 000 km,1 368 cm3,Benzyna,160 KM,Manualna,,Na przednie koła,,,,,"8,90 l/100km",Auta miejskie,2,4.0,Inny kolor,,Metalik,,,,Tak,,,,,Tak,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/abarth-595-abarth-595-terka-cabrio-fiat-500-2016-ID6F5yw3.html,13c1ba7bec13e24923965288b4e0f8b423766809,1687616653
Firmy,Osobowe,Tak,Tak,Abarth,695,,,2017,3 411 km,1 368 cm3,Benzyna,180 KM,Manualna,,Na przednie koła,,,,,,Kabriolet,2,4.0,Granatowy,,Metalik,,Niemcy,,,Tak,,,,,,Tak,Tak,Używane,1.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,215004,"Możliwość odliczenia VAT, Faktura VAT",PLN,https://www.otomoto.pl/osobowe/oferta/abarth-695-abarth-500-cabrio-695-c-rivale-175th-anniversary-manual-3400km-ID6FvsaO.html,c054c395916ae59545292c3ecedc5ad8d32142f4,1687616653
Osoby prywatnej,Osobowe,Tak,,Acura,RL,,,2015,150 000 km,3 500 cm3,Benzyna,310 KM,Automatyczna,,,,,,,,Auta miejskie,4,5.0,Brązowy,,,,,,,,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/acura-rl-acura-rlx-3-5-benzyna-310-moc-zamiana-ID6FAZEa.html,43a2504530acb29bbcf4eeec7b7d998a13499dce,1687616201
Osoby prywatnej,Osobowe,Tak,,Acura,TL,,,2015,112 000 km,2 400 cm3,Benzyna,205 KM,Automatyczna,,,,,,,,Sedan,4,5.0,Czarny,,Metalik,,Stany Zjednoczone,,,,,,,,,,,Używane,1.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,33900,,PLN,https://www.otomoto.pl/osobowe/oferta/acura-tl-tlx-ID6FAfNx.html,d0f1d6452577528cca31f80ff00ea814273c29f8,1687616202
Osoby prywatnej,Osobowe,Tak,Tak,Acura,MDX,3.7 V6 Base,,2020,19 000 km,3 664 cm3,Benzyna,300 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,,SUV,5,7.0,Błękitny,,Metalik,,,,,,,,,Tak,,Tak,,Używane,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,245000,,PLN,https://www.otomoto.pl/osobowe/oferta/acura-mdx-acura-mdx-awd-a-spec-bezwypadkowy-ID6Fyw3a.html,8dd208a12bb2f7ad257b2e618d3a5f72deab4c79,1687616202
Osoby prywatnej,Osobowe,Tak,Tak,Acura,TSX,2.4,,2005,231 360 km,2 354 cm3,Benzyna+LPG,200 KM,Automatyczna,,Na przednie koła,,,,,,Sedan,4,5.0,Biały,,Perłowy,,Stany Zjednoczone,,,,,,,Tak,,Tak,,Używane,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,19900,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/acura-tsx-acura-tsx-2-4-l-benzyna-gaz-2005-rok-ID6FAdUF.html,45cf2697d18ddb28e8d655938c07deb07ec0b477,1687616202
Osoby prywatnej,Osobowe,Tak,,Acura,MDX,3.7 V6 Base,,2007,171 000 km,3 664 cm3,Benzyna+LPG,300 KM,Automatyczna,,4x4 (stały),,,,,,SUV,5,7.0,Srebrny,,Metalik,,Stany Zjednoczone,,,,,Tak,,Tak,,,,Używane,1.0,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,41500,Do negocjacji,PLN,https://www.otomoto.pl/osobowe/oferta/acura-mdx-wersja-technology-7-osob-gaz-lpg-4x4-sw-awd-ID6EAv6f.html,6b95786a28860e588956641787dd09b71eb3e671,1687616202
